,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000036306,54.83113944,1.64630955,0.316248083,5.205753448,1.93E-07,1.89E-05
ENSMUSG00000034168,2255.733599,-0.715856421,0.138117537,-5.18295094,2.18E-07,2.12E-05
ENSMUSG00000104620,34.58538988,-2.728542411,0.526721034,-5.180241978,2.22E-07,2.14E-05
ENSMUSG00000110148,147.2151203,1.185382856,0.228992247,5.176519612,2.26E-07,2.17E-05
ENSMUSG00000040264,116.3564228,-1.415840817,0.274220496,-5.163147321,2.43E-07,2.31E-05
ENSMUSG00000005540,69.81967756,-3.122107072,0.605290382,-5.15803186,2.50E-07,2.35E-05
ENSMUSG00000058297,2182.728781,0.915338585,0.178152276,5.137956156,2.78E-07,2.60E-05
ENSMUSG00000038421,80.56788038,-2.861408596,0.561298351,-5.097838946,3.44E-07,3.17E-05
ENSMUSG00000074497,987.1647494,-1.06138498,0.208188006,-5.098204263,3.43E-07,3.17E-05
ENSMUSG00000035711,72.16543751,-1.889635401,0.371805741,-5.082319053,3.73E-07,3.41E-05
ENSMUSG00000037894,11798.96932,0.918820456,0.181786543,5.054392034,4.32E-07,3.92E-05
ENSMUSG00000095711,17.49471561,5.756467932,1.140586484,5.046936829,4.49E-07,4.05E-05
ENSMUSG00000024140,1674.059359,1.306039643,0.259239426,5.037966888,4.71E-07,4.21E-05
ENSMUSG00000026360,8251.888068,0.850336264,0.16924018,5.024434898,5.05E-07,4.49E-05
ENSMUSG00000042474,123.6006657,-2.310267243,0.461563869,-5.005303482,5.58E-07,4.92E-05
ENSMUSG00000021608,1952.040918,0.821722276,0.164553211,4.993656892,5.92E-07,5.19E-05
ENSMUSG00000024673,123.1410059,-2.498529303,0.501628689,-4.980834146,6.33E-07,5.51E-05
ENSMUSG00000014030,144.3779186,-2.591668036,0.520666141,-4.977600481,6.44E-07,5.56E-05
ENSMUSG00000035606,130.765173,1.076700445,0.217456842,4.951329353,7.37E-07,6.32E-05
ENSMUSG00000036304,1866.858357,0.575060846,0.116689474,4.928129578,8.30E-07,7.07E-05
ENSMUSG00000002083,372.7659121,-0.985162966,0.200090038,-4.923598285,8.50E-07,7.19E-05
ENSMUSG00000011179,35000.76877,0.602111647,0.122362013,4.920739953,8.62E-07,7.25E-05
ENSMUSG00000004040,16353.50435,0.554077682,0.112699069,4.916435312,8.81E-07,7.26E-05
ENSMUSG00000022122,37.25076917,2.096249979,0.426385486,4.916325832,8.82E-07,7.26E-05
ENSMUSG00000028278,568.3210872,0.836027195,0.170092159,4.915142473,8.87E-07,7.26E-05
ENSMUSG00000028521,1713.251193,-0.638922992,0.129971383,-4.915874382,8.84E-07,7.26E-05
ENSMUSG00000032053,172.2332433,-1.997608382,0.409911956,-4.873262053,1.10E-06,8.92E-05
ENSMUSG00000036206,133.6638162,1.246012386,0.255961792,4.867962431,1.13E-06,9.11E-05
ENSMUSG00000020173,35.42684512,3.218684695,0.671534032,4.793032878,1.64E-06,0.000131807
ENSMUSG00000051314,22.39464926,2.681767418,0.560764396,4.782342526,1.73E-06,0.000137589
ENSMUSG00000078795,71.30300716,1.817075503,0.379996411,4.781822797,1.74E-06,0.000137589
ENSMUSG00000045817,5460.469957,-0.65921496,0.138060063,-4.774841814,1.80E-06,0.000141542
ENSMUSG00000094966,22.33398152,4.378833728,0.917767218,4.771181235,1.83E-06,0.000143227
ENSMUSG00000030747,2231.516901,1.287918491,0.270558238,4.760226484,1.93E-06,0.000150274
ENSMUSG00000027381,2675.859748,-0.769074618,0.161630096,-4.758238948,1.95E-06,0.000150812
ENSMUSG00000034612,375.6383365,1.279275734,0.269005376,4.755576826,1.98E-06,0.000151864
ENSMUSG00000026616,85.43414445,-3.562821398,0.749397279,-4.754249181,1.99E-06,0.000151922
ENSMUSG00000070501,66.4287628,-1.694232241,0.357186932,-4.743264915,2.10E-06,0.000159416
ENSMUSG00000035901,4329.004322,0.869855192,0.1835857,4.738142415,2.16E-06,0.000162501
ENSMUSG00000028927,255.7871758,1.079035745,0.227984673,4.732931076,2.21E-06,0.000164829
ENSMUSG00000076940,28.03907968,-2.899335412,0.612604766,-4.732799307,2.21E-06,0.000164829
ENSMUSG00000047293,333.0925789,1.278844997,0.27115025,4.716370346,2.40E-06,0.000177637
ENSMUSG00000094766,22.95026174,3.791555001,0.804386699,4.713597335,2.43E-06,0.000179001
ENSMUSG00000019558,191.7974474,1.390187832,0.295671367,4.701800672,2.58E-06,0.000187431
ENSMUSG00000032231,700.5601653,1.107330756,0.235500998,4.702021493,2.58E-06,0.000187431
ENSMUSG00000024975,2051.196597,-0.691920588,0.147726538,-4.683793441,2.82E-06,0.000201931
ENSMUSG00000030067,3445.112455,-0.966815482,0.206397201,-4.684247059,2.81E-06,0.000201931
ENSMUSG00000035299,149.1643681,1.093502011,0.233564345,4.681801973,2.84E-06,0.000201931
ENSMUSG00000105906,80.31010996,-2.737951709,0.584700062,-4.682660198,2.83E-06,0.000201931
ENSMUSG00000035042,691.1685553,1.936369423,0.414207434,4.674878483,2.94E-06,0.000205368
ENSMUSG00000049225,526.0417097,0.764337455,0.163479382,4.675436425,2.93E-06,0.000205368
ENSMUSG00000070691,2984.226699,1.235607258,0.264310378,4.674834444,2.94E-06,0.000205368
ENSMUSG00000028270,1662.230547,-1.076589028,0.230352024,-4.673668625,2.96E-06,0.000205378
ENSMUSG00000021314,22.7040136,2.649580774,0.56766281,4.667525736,3.05E-06,0.000210431
ENSMUSG00000027111,3004.153336,-0.659036524,0.141240408,-4.666062164,3.07E-06,0.000210757
ENSMUSG00000035778,628.4161055,0.986565182,0.211567845,4.663114963,3.11E-06,0.000212618
ENSMUSG00000056290,2414.821663,-0.874264648,0.187581304,-4.660723803,3.15E-06,0.000213921
ENSMUSG00000037443,411.0548683,0.803212252,0.172386748,4.659361933,3.17E-06,0.000214165
ENSMUSG00000024451,21.31296423,2.377219181,0.510706834,4.654762813,3.24E-06,0.000217811
ENSMUSG00000041609,1837.017415,-0.80953268,0.1743568,-4.642965913,3.43E-06,0.000229383
ENSMUSG00000020399,163.7334101,1.436897545,0.309960109,4.635749905,3.56E-06,0.000236256
ENSMUSG00000031778,136.7392217,1.790810473,0.386472869,4.633728827,3.59E-06,0.0002373
ENSMUSG00000021728,5117.63905,0.817695833,0.176972088,4.620479096,3.83E-06,0.000251625
ENSMUSG00000071042,37.14172128,-2.899823457,0.629435683,-4.607021072,4.08E-06,0.000267046
ENSMUSG00000050272,1276.361016,3.737149402,0.812041851,4.602163541,4.18E-06,0.000271913
ENSMUSG00000104213,318.2648959,-1.666476782,0.363189933,-4.588444316,4.47E-06,0.000288885
ENSMUSG00000029275,448.8939709,-0.8149479,0.177685371,-4.58646594,4.51E-06,0.000290116
ENSMUSG00000019852,57.06458742,1.442250076,0.315158743,4.576265473,4.73E-06,0.000298432
ENSMUSG00000027452,334.1091673,-0.827359918,0.180692211,-4.578835542,4.68E-06,0.000298432
ENSMUSG00000037104,1140.785244,0.618014195,0.135048308,4.576245381,4.73E-06,0.000298432
ENSMUSG00000050912,10628.55492,0.701516026,0.15325061,4.577574117,4.70E-06,0.000298432
ENSMUSG00000030413,352.6988298,1.081169908,0.236365185,4.574150407,4.78E-06,0.000299903
ENSMUSG00000076761,22.20491148,-2.264875497,0.495652209,-4.569485328,4.89E-06,0.000305108
